Toss,HH,HT,TH,TT,P(HH),P(HT),P(TH),P(TT)
3917, 971, 997, 955, 994, 0.247894, 0.254532, 0.243809, 0.253766
3918, 971, 997, 956, 994, 0.247831, 0.254467, 0.244002, 0.253701
3919, 971, 997, 956, 995, 0.247767, 0.254402, 0.24394, 0.253891
3920, 971, 997, 956, 996, 0.247704, 0.254337, 0.243878, 0.254082
3921, 971, 997, 956, 997, 0.247641, 0.254272, 0.243815, 0.254272
3922, 971, 997, 956, 998, 0.247578, 0.254207, 0.243753, 0.254462
3923, 971, 997, 957, 998, 0.247515, 0.254142, 0.243946, 0.254397
3924, 971, 997, 957, 999, 0.247452, 0.254077, 0.243884, 0.254587
3925, 972, 997, 957, 999, 0.247643, 0.254013, 0.243822, 0.254522
3926, 972, 997, 958, 999, 0.24758, 0.253948, 0.244014, 0.254457
3927, 972, 997, 959, 999, 0.247517, 0.253883, 0.244207, 0.254393
3928, 972, 997, 960, 999, 0.247454, 0.253819, 0.244399, 0.254328
3929, 972, 997, 961, 999, 0.247391, 0.253754, 0.244591, 0.254263
3930, 973, 997, 961, 999, 0.247583, 0.25369, 0.244529, 0.254198
3931, 973, 998, 961, 999, 0.24752, 0.253879, 0.244467, 0.254134
3932, 973, 998, 961, 1000, 0.247457, 0.253815, 0.244405, 0.254323
3933, 973, 998, 962, 1000, 0.247394, 0.25375, 0.244597, 0.254259
3934, 974, 998, 962, 1000, 0.247585, 0.253686, 0.244535, 0.254194
3935, 974, 999, 962, 1000, 0.247522, 0.253875, 0.244473, 0.25413
3936, 974, 999, 963, 1000, 0.247459, 0.253811, 0.244665, 0.254065
3937, 974, 999, 963, 1001, 0.247396, 0.253747, 0.244602, 0.254255
3938, 975, 999, 963, 1001, 0.247588, 0.253682, 0.24454, 0.25419
3939, 975, 999, 964, 1001, 0.247525, 0.253618, 0.244732, 0.254125
3940, 975, 999, 965, 1001, 0.247462, 0.253553, 0.244924, 0.254061
3941, 975, 1000, 965, 1001, 0.247399, 0.253743, 0.244862, 0.253996
3942, 976, 1000, 965, 1001, 0.24759, 0.253678, 0.2448, 0.253932
3943, 976, 1000, 965, 1002, 0.247527, 0.253614, 0.244738, 0.254121
3944, 977, 1000, 965, 1002, 0.247718, 0.25355, 0.244675, 0.254057
3945, 977, 1001, 965, 1002, 0.247655, 0.253739, 0.244613, 0.253992
3946, 978, 1001, 965, 1002, 0.247846, 0.253675, 0.244551, 0.253928
3947, 978, 1001, 966, 1002, 0.247783, 0.25361, 0.244743, 0.253864
3948, 978, 1001, 966, 1003, 0.24772, 0.253546, 0.244681, 0.254053
3949, 978, 1001, 966, 1004, 0.247658, 0.253482, 0.244619, 0.254242
3950, 979, 1001, 966, 1004, 0.247848, 0.253418, 0.244557, 0.254177
3951, 979, 1001, 966, 1005, 0.247785, 0.253354, 0.244495, 0.254366
3952, 979, 1001, 966, 1006, 0.247723, 0.253289, 0.244433, 0.254555
3953, 979, 1001, 966, 1007, 0.24766, 0.253225, 0.244371, 0.254743
3954, 979, 1001, 967, 1007, 0.247597, 0.253161, 0.244562, 0.254679
3955, 979, 1002, 967, 1007, 0.247535, 0.25335, 0.244501, 0.254614
3956, 979, 1002, 967, 1008, 0.247472, 0.253286, 0.244439, 0.254803
3957, 979, 1002, 967, 1009, 0.24741, 0.253222, 0.244377, 0.254991
3958, 979, 1003, 967, 1009, 0.247347, 0.253411, 0.244315, 0.254927
3959, 979, 1004, 967, 1009, 0.247285, 0.253599, 0.244254, 0.254862
3960, 979, 1004, 967, 1010, 0.247222, 0.253535, 0.244192, 0.255051
3961, 980, 1004, 967, 1010, 0.247412, 0.253471, 0.24413, 0.254986
3962, 980, 1005, 967, 1010, 0.24735, 0.25366, 0.244069, 0.254922
3963, 981, 1005, 967, 1010, 0.24754, 0.253596, 0.244007, 0.254857
3964, 981, 1006, 967, 1010, 0.247477, 0.253784, 0.243946, 0.254793
3965, 982, 1006, 967, 1010, 0.247667, 0.25372, 0.243884, 0.254729
3966, 982, 1006, 968, 1010, 0.247605, 0.253656, 0.244075, 0.254665
3967, 982, 1007, 968, 1010, 0.247542, 0.253844, 0.244013, 0.2546
3968, 982, 1007, 969, 1010, 0.24748, 0.25378, 0.244204, 0.254536
3969, 982, 1007, 969, 1011, 0.247417, 0.253716, 0.244142, 0.254724
3970, 982, 1007, 969, 1012, 0.247355, 0.253652, 0.244081, 0.254912
3971, 982, 1007, 969, 1013, 0.247293, 0.253589, 0.244019, 0.255099
3972, 982, 1008, 969, 1013, 0.247231, 0.253776, 0.243958, 0.255035
3973, 982, 1008, 969, 1014, 0.247168, 0.253713, 0.243896, 0.255223
3974, 983, 1008, 969, 1014, 0.247358, 0.253649, 0.243835, 0.255159
3975, 983, 1008, 970, 1014, 0.247296, 0.253585, 0.244025, 0.255094
3976, 984, 1008, 970, 1014, 0.247485, 0.253521, 0.243964, 0.25503
3977, 984, 1008, 971, 1014, 0.247423, 0.253457, 0.244154, 0.254966
3978, 984, 1008, 972, 1014, 0.24736, 0.253394, 0.244344, 0.254902
3979, 984, 1009, 972, 1014, 0.247298, 0.253581, 0.244282, 0.254838
3980, 984, 1010, 972, 1014, 0.247236, 0.253769, 0.244221, 0.254774
3981, 984, 1010, 973, 1014, 0.247174, 0.253705, 0.244411, 0.25471
3982, 985, 1010, 973, 1014, 0.247363, 0.253641, 0.24435, 0.254646
3983, 985, 1010, 973, 1015, 0.247301, 0.253578, 0.244288, 0.254833
3984, 985, 1010, 973, 1016, 0.247239, 0.253514, 0.244227, 0.25502
3985, 985, 1010, 973, 1017, 0.247177, 0.25345, 0.244166, 0.255207
3986, 985, 1010, 974, 1017, 0.247115, 0.253387, 0.244355, 0.255143
3987, 985, 1010, 975, 1017, 0.247053, 0.253323, 0.244545, 0.255079
3988, 985, 1010, 975, 1018, 0.246991, 0.25326, 0.244483, 0.255266
3989, 986, 1010, 975, 1018, 0.24718, 0.253196, 0.244422, 0.255202
3990, 987, 1010, 975, 1018, 0.247368, 0.253133, 0.244361, 0.255138
3991, 987, 1010, 975, 1019, 0.247306, 0.253069, 0.2443, 0.255324
3992, 987, 1010, 975, 1020, 0.247244, 0.253006, 0.244238, 0.255511
3993, 988, 1010, 975, 1020, 0.247433, 0.252943, 0.244177, 0.255447
3994, 988, 1010, 976, 1020, 0.247371, 0.252879, 0.244367, 0.255383
3995, 988, 1011, 976, 1020, 0.247309, 0.253066, 0.244305, 0.255319
3996, 988, 1011, 977, 1020, 0.247247, 0.253003, 0.244494, 0.255255
3997, 988, 1011, 978, 1020, 0.247185, 0.25294, 0.244684, 0.255191
3998, 989, 1011, 978, 1020, 0.247374, 0.252876, 0.244622, 0.255128
3999, 989, 1011, 979, 1020, 0.247312, 0.252813, 0.244811, 0.255064
4000, 989, 1011, 980, 1020, 0.24725, 0.25275, 0.245, 0.255
4001, 989, 1012, 980, 1020, 0.247188, 0.252937, 0.244939, 0.254936
4002, 989, 1012, 980, 1021, 0.247126, 0.252874, 0.244878, 0.255122
4003, 989, 1012, 980, 1022, 0.247065, 0.25281, 0.244816, 0.255309
4004, 989, 1013, 980, 1022, 0.247003, 0.252997, 0.244755, 0.255245
4005, 989, 1013, 981, 1022, 0.246941, 0.252934, 0.244944, 0.255181
4006, 989, 1013, 982, 1022, 0.24688, 0.252871, 0.245132, 0.255117
4007, 989, 1013, 982, 1023, 0.246818, 0.252808, 0.245071, 0.255303
4008, 989, 1013, 982, 1024, 0.246756, 0.252745, 0.24501, 0.255489
4009, 989, 1014, 982, 1024, 0.246695, 0.252931, 0.244949, 0.255425
4010, 990, 1014, 982, 1024, 0.246883, 0.252868, 0.244888, 0.255362
4011, 991, 1014, 982, 1024, 0.247071, 0.252805, 0.244827, 0.255298
4012, 991, 1014, 983, 1024, 0.247009, 0.252742, 0.245015, 0.255234
4013, 992, 1014, 983, 1024, 0.247197, 0.252679, 0.244954, 0.255171
4014, 992, 1014, 983, 1025, 0.247135, 0.252616, 0.244893, 0.255356
4015, 992, 1014, 984, 1025, 0.247073, 0.252553, 0.245081, 0.255293
4016, 992, 1014, 984, 1026, 0.247012, 0.25249, 0.24502, 0.255478
4017, 992, 1014, 985, 1026, 0.24695, 0.252427, 0.245208, 0.255414
4018, 992, 1014, 985, 1027, 0.246889, 0.252364, 0.245147, 0.2556
4019, 993, 1014, 985, 1027, 0.247076, 0.252302, 0.245086, 0.255536
4020, 993, 1014, 986, 1027, 0.247015, 0.252239, 0.245274, 0.255473
4021, 994, 1014, 986, 1027, 0.247202, 0.252176, 0.245213, 0.255409
4022, 994, 1014, 987, 1027, 0.247141, 0.252113, 0.2454, 0.255346
4023, 994, 1014, 988, 1027, 0.247079, 0.252051, 0.245588, 0.255282
4024, 994, 1015, 988, 1027, 0.247018, 0.252237, 0.245527, 0.255219
4025, 995, 1015, 988, 1027, 0.247205, 0.252174, 0.245466, 0.255155
4026, 996, 1015, 988, 1027, 0.247392, 0.252111, 0.245405, 0.255092
4027, 996, 1015, 989, 1027, 0.247331, 0.252049, 0.245592, 0.255029
4028, 997, 1015, 989, 1027, 0.247517, 0.251986, 0.245531, 0.254965
4029, 997, 1016, 989, 1027, 0.247456, 0.252172, 0.24547, 0.254902
4030, 997, 1016, 989, 1028, 0.247395, 0.252109, 0.245409, 0.255087
4031, 998, 1016, 989, 1028, 0.247581, 0.252047, 0.245349, 0.255024
4032, 999, 1016, 989, 1028, 0.247768, 0.251984, 0.245288, 0.25496
4033, 999, 1017, 989, 1028, 0.247706, 0.25217, 0.245227, 0.254897
4034, 999, 1017, 990, 1028, 0.247645, 0.252107, 0.245414, 0.254834
4035, 999, 1017, 990, 1029, 0.247584, 0.252045, 0.245353, 0.255019
4036, 999, 1018, 990, 1029, 0.247522, 0.25223, 0.245292, 0.254955
4037, 999, 1019, 990, 1029, 0.247461, 0.252415, 0.245232, 0.254892
4038, 999, 1019, 990, 1030, 0.2474, 0.252353, 0.245171, 0.255077
4039, 999, 1019, 991, 1030, 0.247338, 0.25229, 0.245358, 0.255014
4040, 1000, 1019, 991, 1030, 0.247525, 0.252228, 0.245297, 0.25495
4041, 1001, 1019, 991, 1030, 0.247711, 0.252165, 0.245236, 0.254887
4042, 1001, 1019, 991, 1031, 0.24765, 0.252103, 0.245176, 0.255072
4043, 1001, 1019, 991, 1032, 0.247588, 0.252041, 0.245115, 0.255256
4044, 1002, 1019, 991, 1032, 0.247774, 0.251978, 0.245054, 0.255193
4045, 1002, 1019, 991, 1033, 0.247713, 0.251916, 0.244994, 0.255377
4046, 1003, 1019, 991, 1033, 0.247899, 0.251854, 0.244933, 0.255314
4047, 1003, 1020, 991, 1033, 0.247838, 0.252039, 0.244873, 0.255251
4048, 1003, 1020, 992, 1033, 0.247777, 0.251976, 0.245059, 0.255188
4049, 1003, 1020, 992, 1034, 0.247715, 0.251914, 0.244999, 0.255372
4050, 1004, 1020, 992, 1034, 0.247901, 0.251852, 0.244938, 0.255309
4051, 1005, 1020, 992, 1034, 0.248087, 0.25179, 0.244878, 0.255246
4052, 1006, 1020, 992, 1034, 0.248272, 0.251728, 0.244817, 0.255183
4053, 1007, 1020, 992, 1034, 0.248458, 0.251665, 0.244757, 0.25512
4054, 1007, 1020, 993, 1034, 0.248397, 0.251603, 0.244943, 0.255057
4055, 1007, 1021, 993, 1034, 0.248335, 0.251788, 0.244883, 0.254994
4056, 1007, 1021, 994, 1034, 0.248274, 0.251726, 0.245069, 0.254931
4057, 1007, 1021, 994, 1035, 0.248213, 0.251664, 0.245009, 0.255115
4058, 1007, 1022, 994, 1035, 0.248152, 0.251848, 0.244948, 0.255052
4059, 1007, 1022, 994, 1036, 0.248091, 0.251786, 0.244888, 0.255235
4060, 1007, 1023, 994, 1036, 0.24803, 0.25197, 0.244828, 0.255172
4061, 1007, 1024, 994, 1036, 0.247968, 0.252155, 0.244767, 0.25511
4062, 1007, 1024, 995, 1036, 0.247907, 0.252093, 0.244953, 0.255047
4063, 1007, 1024, 995, 1037, 0.247846, 0.252031, 0.244893, 0.25523
4064, 1007, 1024, 996, 1037, 0.247785, 0.251969, 0.245079, 0.255167
4065, 1007, 1025, 996, 1037, 0.247724, 0.252153, 0.245018, 0.255105
4066, 1008, 1025, 996, 1037, 0.247909, 0.252091, 0.244958, 0.255042
4067, 1009, 1025, 996, 1037, 0.248094, 0.252029, 0.244898, 0.254979
4068, 1009, 1025, 997, 1037, 0.248033, 0.251967, 0.245084, 0.254916
4069, 1009, 1025, 997, 1038, 0.247972, 0.251905, 0.245023, 0.2551
4070, 1009, 1025, 997, 1039, 0.247912, 0.251843, 0.244963, 0.255283
4071, 1009, 1025, 997, 1040, 0.247851, 0.251781, 0.244903, 0.255465
4072, 1010, 1025, 997, 1040, 0.248035, 0.251719, 0.244843, 0.255403
4073, 1010, 1026, 997, 1040, 0.247974, 0.251903, 0.244783, 0.25534
4074, 1010, 1026, 997, 1041, 0.247914, 0.251841, 0.244723, 0.255523
4075, 1010, 1027, 997, 1041, 0.247853, 0.252025, 0.244663, 0.25546
4076, 1011, 1027, 997, 1041, 0.248037, 0.251963, 0.244603, 0.255397
4077, 1011, 1027, 997, 1042, 0.247976, 0.251901, 0.244543, 0.25558
4078, 1011, 1028, 997, 1042, 0.247916, 0.252084, 0.244483, 0.255517
4079, 1011, 1029, 997, 1042, 0.247855, 0.252268, 0.244423, 0.255455
4080, 1011, 1029, 998, 1042, 0.247794, 0.252206, 0.244608, 0.255392
4081, 1012, 1029, 998, 1042, 0.247978, 0.252144, 0.244548, 0.25533
4082, 1012, 1029, 999, 1042, 0.247918, 0.252082, 0.244733, 0.255267
4083, 1012, 1029, 999, 1043, 0.247857, 0.252021, 0.244673, 0.255449
4084, 1012, 1029, 1000, 1043, 0.247796, 0.251959, 0.244858, 0.255387
4085, 1012, 1029, 1000, 1044, 0.247736, 0.251897, 0.244798, 0.255569
4086, 1012, 1029, 1001, 1044, 0.247675, 0.251836, 0.244983, 0.255507
4087, 1012, 1030, 1001, 1044, 0.247614, 0.252019, 0.244923, 0.255444
4088, 1013, 1030, 1001, 1044, 0.247798, 0.251957, 0.244863, 0.255382
4089, 1013, 1030, 1001, 1045, 0.247738, 0.251895, 0.244803, 0.255564
4090, 1014, 1030, 1001, 1045, 0.247922, 0.251834, 0.244743, 0.255501
4091, 1014, 1031, 1001, 1045, 0.247861, 0.252017, 0.244683, 0.255439
4092, 1014, 1032, 1001, 1045, 0.247801, 0.252199, 0.244624, 0.255376
4093, 1014, 1032, 1001, 1046, 0.24774, 0.252138, 0.244564, 0.255558
4094, 1014, 1032, 1002, 1046, 0.24768, 0.252076, 0.244748, 0.255496
4095, 1014, 1032, 1002, 1047, 0.247619, 0.252015, 0.244689, 0.255678
4096, 1014, 1032, 1002, 1048, 0.247559, 0.251953, 0.244629, 0.255859
4097, 1014, 1033, 1002, 1048, 0.247498, 0.252136, 0.244569, 0.255797
4098, 1014, 1033, 1003, 1048, 0.247438, 0.252074, 0.244754, 0.255735
4099, 1015, 1033, 1003, 1048, 0.247621, 0.252013, 0.244694, 0.255672
4100, 1016, 1033, 1003, 1048, 0.247805, 0.251951, 0.244634, 0.25561
4101, 1016, 1033, 1003, 1049, 0.247744, 0.25189, 0.244574, 0.255791
4102, 1016, 1034, 1003, 1049, 0.247684, 0.252072, 0.244515, 0.255729
4103, 1016, 1034, 1004, 1049, 0.247624, 0.252011, 0.244699, 0.255667
4104, 1016, 1034, 1005, 1049, 0.247563, 0.251949, 0.244883, 0.255604
4105, 1016, 1034, 1005, 1050, 0.247503, 0.251888, 0.244823, 0.255786
4106, 1017, 1034, 1005, 1050, 0.247686, 0.251827, 0.244764, 0.255723
4107, 1018, 1034, 1005, 1050, 0.247869, 0.251765, 0.244704, 0.255661
4108, 1018, 1035, 1005, 1050, 0.247809, 0.251947, 0.244645, 0.255599
4109, 1018, 1035, 1006, 1050, 0.247749, 0.251886, 0.244828, 0.255537
4110, 1019, 1035, 1006, 1050, 0.247932, 0.251825, 0.244769, 0.255474
4111, 1019, 1035, 1007, 1050, 0.247872, 0.251764, 0.244953, 0.255412
4112, 1020, 1035, 1007, 1050, 0.248054, 0.251702, 0.244893, 0.25535
4113, 1021, 1035, 1007, 1050, 0.248237, 0.251641, 0.244833, 0.255288
4114, 1021, 1035, 1008, 1050, 0.248177, 0.25158, 0.245017, 0.255226
4115, 1021, 1035, 1008, 1051, 0.248117, 0.251519, 0.244957, 0.255407
4116, 1022, 1035, 1008, 1051, 0.248299, 0.251458, 0.244898, 0.255345
4117, 1022, 1036, 1008, 1051, 0.248239, 0.25164, 0.244838, 0.255283
4118, 1022, 1036, 1008, 1052, 0.248179, 0.251578, 0.244779, 0.255464
4119, 1022, 1036, 1008, 1053, 0.248118, 0.251517, 0.24472, 0.255645
4120, 1022, 1037, 1008, 1053, 0.248058, 0.251699, 0.24466, 0.255583
4121, 1022, 1037, 1008, 1054, 0.247998, 0.251638, 0.244601, 0.255763
4122, 1022, 1038, 1008, 1054, 0.247938, 0.25182, 0.244541, 0.255701
4123, 1022, 1038, 1008, 1055, 0.247878, 0.251758, 0.244482, 0.255882
4124, 1022, 1038, 1009, 1055, 0.247818, 0.251697, 0.244665, 0.25582
4125, 1022, 1038, 1009, 1056, 0.247758, 0.251636, 0.244606, 0.256
4126, 1023, 1038, 1009, 1056, 0.24794, 0.251575, 0.244547, 0.255938
4127, 1024, 1038, 1009, 1056, 0.248122, 0.251514, 0.244488, 0.255876
4128, 1024, 1039, 1009, 1056, 0.248062, 0.251696, 0.244428, 0.255814
4129, 1024, 1039, 1010, 1056, 0.248002, 0.251635, 0.244611, 0.255752
4130, 1025, 1039, 1010, 1056, 0.248184, 0.251574, 0.244552, 0.25569
4131, 1026, 1039, 1010, 1056, 0.248366, 0.251513, 0.244493, 0.255628
4132, 1027, 1039, 1010, 1056, 0.248548, 0.251452, 0.244434, 0.255566
4133, 1027, 1039, 1010, 1057, 0.248488, 0.251391, 0.244375, 0.255746
4134, 1027, 1040, 1010, 1057, 0.248428, 0.251572, 0.244315, 0.255685
4135, 1027, 1040, 1011, 1057, 0.248368, 0.251511, 0.244498, 0.255623
4136, 1028, 1040, 1011, 1057, 0.248549, 0.251451, 0.244439, 0.255561
4137, 1028, 1040, 1012, 1057, 0.248489, 0.25139, 0.244622, 0.255499
4138, 1028, 1040, 1012, 1058, 0.248429, 0.251329, 0.244563, 0.255679
4139, 1028, 1040, 1012, 1059, 0.248369, 0.251268, 0.244504, 0.255859
4140, 1028, 1041, 1012, 1059, 0.248309, 0.251449, 0.244444, 0.255797
4141, 1028, 1041, 1012, 1060, 0.248249, 0.251389, 0.244385, 0.255977
4142, 1028, 1041, 1013, 1060, 0.248189, 0.251328, 0.244568, 0.255915
4143, 1028, 1042, 1013, 1060, 0.248129, 0.251509, 0.244509, 0.255853
4144, 1028, 1043, 1013, 1060, 0.248069, 0.251689, 0.24445, 0.255792
4145, 1028, 1043, 1014, 1060, 0.24801, 0.251628, 0.244632, 0.25573
4146, 1028, 1043, 1014, 1061, 0.24795, 0.251568, 0.244573, 0.255909
4147, 1028, 1044, 1014, 1061, 0.24789, 0.251748, 0.244514, 0.255848
4148, 1028, 1045, 1014, 1061, 0.24783, 0.251929, 0.244455, 0.255786
4149, 1028, 1046, 1014, 1061, 0.247771, 0.252109, 0.244396, 0.255724
4150, 1028, 1046, 1014, 1062, 0.247711, 0.252048, 0.244337, 0.255904
4151, 1028, 1046, 1014, 1063, 0.247651, 0.251987, 0.244278, 0.256083
4152, 1029, 1046, 1014, 1063, 0.247832, 0.251927, 0.24422, 0.256021
4153, 1029, 1047, 1014, 1063, 0.247773, 0.252107, 0.244161, 0.25596
4154, 1029, 1047, 1015, 1063, 0.247713, 0.252046, 0.244343, 0.255898
4155, 1029, 1047, 1015, 1064, 0.247653, 0.251986, 0.244284, 0.256077
4156, 1029, 1048, 1015, 1064, 0.247594, 0.252166, 0.244225, 0.256015
4157, 1030, 1048, 1015, 1064, 0.247775, 0.252105, 0.244166, 0.255954
4158, 1031, 1048, 1015, 1064, 0.247956, 0.252044, 0.244108, 0.255892
4159, 1031, 1048, 1015, 1065, 0.247896, 0.251984, 0.244049, 0.256071
4160, 1031, 1048, 1016, 1065, 0.247837, 0.251923, 0.244231, 0.25601
4161, 1032, 1048, 1016, 1065, 0.248017, 0.251863, 0.244172, 0.255948
4162, 1032, 1048, 1017, 1065, 0.247958, 0.251802, 0.244354, 0.255887
4163, 1032, 1048, 1017, 1066, 0.247898, 0.251742, 0.244295, 0.256065
4164, 1032, 1048, 1018, 1066, 0.247839, 0.251681, 0.244476, 0.256004
4165, 1032, 1048, 1018, 1067, 0.247779, 0.251621, 0.244418, 0.256182
4166, 1032, 1048, 1018, 1068, 0.24772, 0.25156, 0.244359, 0.256361
4167, 1033, 1048, 1018, 1068, 0.2479, 0.2515, 0.2443, 0.256299
4168, 1033, 1049, 1018, 1068, 0.247841, 0.251679, 0.244242, 0.256238
4169, 1034, 1049, 1018, 1068, 0.248021, 0.251619, 0.244183, 0.256177
4170, 1035, 1049, 1018, 1068, 0.248201, 0.251559, 0.244125, 0.256115
4171, 1035, 1050, 1018, 1068, 0.248142, 0.251738, 0.244066, 0.256054
4172, 1035, 1051, 1018, 1068, 0.248082, 0.251918, 0.244008, 0.255992
4173, 1035, 1052, 1018, 1068, 0.248023, 0.252097, 0.243949, 0.255931
4174, 1035, 1053, 1018, 1068, 0.247964, 0.252276, 0.243891, 0.25587
4175, 1035, 1053, 1018, 1069, 0.247904, 0.252216, 0.243832, 0.256048
4176, 1035, 1053, 1018, 1070, 0.247845, 0.252155, 0.243774, 0.256226
4177, 1035, 1053, 1018, 1071, 0.247785, 0.252095, 0.243716, 0.256404
4178, 1036, 1053, 1018, 1071, 0.247966, 0.252034, 0.243657, 0.256343
4179, 1036, 1053, 1019, 1071, 0.247906, 0.251974, 0.243838, 0.256281
4180, 1037, 1053, 1019, 1071, 0.248086, 0.251914, 0.24378, 0.25622
4181, 1037, 1053, 1019, 1072, 0.248027, 0.251854, 0.243722, 0.256398
4182, 1037, 1054, 1019, 1072, 0.247967, 0.252033, 0.243663, 0.256337
4183, 1037, 1054, 1020, 1072, 0.247908, 0.251972, 0.243844, 0.256275
4184, 1038, 1054, 1020, 1072, 0.248088, 0.251912, 0.243786, 0.256214
4185, 1039, 1054, 1020, 1072, 0.248268, 0.251852, 0.243728, 0.256153
4186, 1039, 1055, 1020, 1072, 0.248208, 0.252031, 0.243669, 0.256092
4187, 1039, 1056, 1020, 1072, 0.248149, 0.252209, 0.243611, 0.256031
4188, 1040, 1056, 1020, 1072, 0.248329, 0.252149, 0.243553, 0.255969
4189, 1040, 1056, 1021, 1072, 0.248269, 0.252089, 0.243734, 0.255908
4190, 1040, 1056, 1021, 1073, 0.24821, 0.252029, 0.243675, 0.256086
4191, 1041, 1056, 1021, 1073, 0.248389, 0.251969, 0.243617, 0.256025
4192, 1042, 1056, 1021, 1073, 0.248569, 0.251908, 0.243559, 0.255964
4193, 1042, 1057, 1021, 1073, 0.248509, 0.252087, 0.243501, 0.255903
4194, 1042, 1057, 1021, 1074, 0.24845, 0.252027, 0.243443, 0.25608
4195, 1042, 1057, 1021, 1075, 0.248391, 0.251967, 0.243385, 0.256257
4196, 1042, 1057, 1022, 1075, 0.248332, 0.251907, 0.243565, 0.256196
4197, 1042, 1058, 1022, 1075, 0.248273, 0.252085, 0.243507, 0.256135
4198, 1043, 1058, 1022, 1075, 0.248452, 0.252025, 0.243449, 0.256074
4199, 1043, 1059, 1022, 1075, 0.248392, 0.252203, 0.243391, 0.256013
4200, 1043, 1059, 1022, 1076, 0.248333, 0.252143, 0.243333, 0.25619
4201, 1043, 1059, 1023, 1076, 0.248274, 0.252083, 0.243513, 0.256129
4202, 1043, 1059, 1023, 1077, 0.248215, 0.252023, 0.243455, 0.256307
4203, 1043, 1060, 1023, 1077, 0.248156, 0.252201, 0.243398, 0.256246
4204, 1043, 1060, 1024, 1077, 0.248097, 0.252141, 0.243578, 0.256185
4205, 1043, 1061, 1024, 1077, 0.248038, 0.252319, 0.24352, 0.256124
4206, 1043, 1062, 1024, 1077, 0.247979, 0.252496, 0.243462, 0.256063
4207, 1043, 1062, 1025, 1077, 0.24792, 0.252436, 0.243642, 0.256002
4208, 1043, 1063, 1025, 1077, 0.247861, 0.252614, 0.243584, 0.255941
4209, 1043, 1063, 1026, 1077, 0.247802, 0.252554, 0.243763, 0.25588
4210, 1043, 1063, 1027, 1077, 0.247743, 0.252494, 0.243943, 0.255819
4211, 1043, 1064, 1027, 1077, 0.247685, 0.252672, 0.243885, 0.255759
4212, 1043, 1065, 1027, 1077, 0.247626, 0.252849, 0.243827, 0.255698
4213, 1043, 1066, 1027, 1077, 0.247567, 0.253026, 0.243769, 0.255637
4214, 1044, 1066, 1027, 1077, 0.247746, 0.252966, 0.243711, 0.255577
4215, 1044, 1066, 1028, 1077, 0.247687, 0.252906, 0.243891, 0.255516
4216, 1044, 1066, 1029, 1077, 0.247628, 0.252846, 0.24407, 0.255455
4217, 1044, 1066, 1029, 1078, 0.247569, 0.252786, 0.244012, 0.255632
4218, 1044, 1066, 1029, 1079, 0.247511, 0.252726, 0.243954, 0.255808
4219, 1044, 1066, 1029, 1080, 0.247452, 0.252667, 0.243897, 0.255985
4220, 1044, 1066, 1029, 1081, 0.247393, 0.252607, 0.243839, 0.256161
4221, 1044, 1066, 1029, 1082, 0.247335, 0.252547, 0.243781, 0.256337
4222, 1045, 1066, 1029, 1082, 0.247513, 0.252487, 0.243723, 0.256277
4223, 1046, 1066, 1029, 1082, 0.247691, 0.252427, 0.243666, 0.256216
4224, 1047, 1066, 1029, 1082, 0.247869, 0.252367, 0.243608, 0.256155
4225, 1047, 1066, 1030, 1082, 0.247811, 0.252308, 0.243787, 0.256095
4226, 1047, 1067, 1030, 1082, 0.247752, 0.252485, 0.243729, 0.256034
4227, 1048, 1067, 1030, 1082, 0.24793, 0.252425, 0.243672, 0.255974
4228, 1048, 1068, 1030, 1082, 0.247871, 0.252602, 0.243614, 0.255913
4229, 1049, 1068, 1030, 1082, 0.248049, 0.252542, 0.243556, 0.255852
4230, 1049, 1068, 1030, 1083, 0.247991, 0.252482, 0.243499, 0.256028
4231, 1049, 1069, 1030, 1083, 0.247932, 0.252659, 0.243441, 0.255968
4232, 1049, 1069, 1031, 1083, 0.247873, 0.252599, 0.24362, 0.255907
4233, 1049, 1070, 1031, 1083, 0.247815, 0.252776, 0.243562, 0.255847
4234, 1050, 1070, 1031, 1083, 0.247992, 0.252716, 0.243505, 0.255786
4235, 1050, 1070, 1031, 1084, 0.247934, 0.252656, 0.243447, 0.255962
4236, 1050, 1070, 1031, 1085, 0.247875, 0.252597, 0.24339, 0.256138
4237, 1050, 1070, 1032, 1085, 0.247817, 0.252537, 0.243569, 0.256077
4238, 1050, 1071, 1032, 1085, 0.247758, 0.252714, 0.243511, 0.256017
4239, 1050, 1071, 1032, 1086, 0.2477, 0.252654, 0.243454, 0.256192
4240, 1050, 1071, 1032, 1087, 0.247642, 0.252594, 0.243396, 0.256368
4241, 1050, 1071, 1033, 1087, 0.247583, 0.252535, 0.243575, 0.256307
4242, 1050, 1071, 1034, 1087, 0.247525, 0.252475, 0.243753, 0.256247
4243, 1051, 1071, 1034, 1087, 0.247702, 0.252416, 0.243695, 0.256187
4244, 1052, 1071, 1034, 1087, 0.247879, 0.252356, 0.243638, 0.256126
4245, 1052, 1071, 1035, 1087, 0.247821, 0.252297, 0.243816, 0.256066
4246, 1052, 1071, 1035, 1088, 0.247763, 0.252237, 0.243759, 0.256241
4247, 1052, 1072, 1035, 1088, 0.247704, 0.252413, 0.243701, 0.256181
4248, 1053, 1072, 1035, 1088, 0.247881, 0.252354, 0.243644, 0.256121
